affinity,base_blue_px,base_blue_units,base_element_sharpness_multiplier,base_green_px,base_green_units,base_max_sharpness,base_orange_px,base_orange_units,base_purple_px,base_purple_units,base_raw_sharpness_multiplier,base_red_px,base_red_units,base_total_units,base_white_px,base_white_units,base_yellow_px,base_yellow_units,can_extend_by_handicraft,defense_bonus,display_attack,elderseal,element_type,element_value,exclude_reason,handicraft5_blue_px,handicraft5_blue_units,handicraft5_element_sharpness_multiplier,handicraft5_green_px,handicraft5_green_units,handicraft5_max_sharpness,handicraft5_orange_px,handicraft5_orange_units,handicraft5_purple_px,handicraft5_purple_units,handicraft5_raw_sharpness_multiplier,handicraft5_red_px,handicraft5_red_units,handicraft5_total_units,handicraft5_white_px,handicraft5_white_units,handicraft5_yellow_px,handicraft5_yellow_units,handicraft_gain_units,handicraft_value_type,include_in_model,is_hidden_element,rarity,slot_1,slot_2,slot_3,source_category,true_raw,weapon_name,weapon_type,weapon_url,source_category_detailed,model_role,efr_train_inclusion,validation_inclusion,classification_note,include_in_efr_train,include_in_validation,affinity_multiplier_no_critboost,affinity_multiplier_critboost3,base_efr_no_critboost,base_efr_critboost3,handicraft5_efr_no_critboost,handicraft5_efr_critboost3,efr_gain_from_handicraft_no_critboost,efr_gain_from_handicraft_critboost3,efr_gain_from_handicraft_percent_no_critboost,efr_gain_from_handicraft_percent_critboost3,rarity_median_base_efr_critboost3,rarity_median_handicraft5_efr_critboost3,base_efr_residual_percent,handicraft5_efr_residual_percent,base_efr_outlier_label,handicraft5_efr_outlier_label
0,10.0,40.0,1.125,27.5,110.0,white,7.5,30.0,0.0,0.0,1.32,22.5,90.0,350.0,12.5,50.0,7.5,30.0,True,0,1200,,爆破,570.0,,10.0,40.0,1.125,27.5,110.0,white,7.5,30.0,0.0,0.0,1.32,22.5,90.0,400.0,25.0,100.0,7.5,30.0,50.0,extends_white,True,False,11,1.0,,,material_or_elder,250,爆大剑恶霸之刃,大剑,https://mhworld.kiranico.com/zh/weapons/x9HDYH96/bao-da-jian-e-ba-zhi-ren,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,1.0,1.0,330.0,330.0,330.0,330.0,0.0,0.0,0.0,0.0,343.2,361.4,-0.038461538461538436,-0.0868843386828998,on_curve,below_curve
0,12.5,50.0,1.125,15.0,60.0,white,7.5,30.0,0.0,0.0,1.32,42.5,170.0,350.0,2.5,10.0,7.5,30.0,True,30,1344,大,龙,540.0,,12.5,50.0,1.25,15.0,60.0,purple,7.5,30.0,7.5,30.0,1.39,42.5,170.0,400.0,7.5,30.0,7.5,30.0,50.0,unlocks_purple,True,True,12,1.0,1.0,,material_or_elder,280,无相法身－不动－,大剑,https://mhworld.kiranico.com/zh/weapons/kaHAvCWv/wu-xiang-fa-shen-bu-dong,elder_dragon,train_core,True,False,古龙素材武器；纳入常规预算训练集。,True,False,1.0,1.0,369.6,369.6,389.2,389.2,19.599999999999966,19.599999999999966,0.05303030303030298,0.05303030303030298,358.05,375.29999999999995,0.032258064516129004,0.0370370370370372,on_curve,on_curve
-15,15.0,60.0,1.0625,12.5,50.0,blue,25.0,100.0,0.0,0.0,1.2,25.0,100.0,350.0,0.0,0.0,10.0,40.0,True,0,1488,,雷,180.0,,15.0,60.0,1.125,12.5,50.0,white,25.0,100.0,0.0,0.0,1.32,25.0,100.0,400.0,12.5,50.0,10.0,40.0,50.0,unlocks_white,True,False,12,4.0,,,material_or_elder,310,大鬼金棒,大剑,https://mhworld.kiranico.com/zh/weapons/DAH7YiyM/da-gui-jin-bang,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,0.9625,0.9625,358.05,358.05,393.8550000000001,393.8550000000001,35.805000000000064,35.805000000000064,0.10000000000000009,0.10000000000000009,358.05,375.29999999999995,0.0,0.04944044764188682,on_curve,on_curve
0,10.0,40.0,1.0625,22.5,90.0,blue,12.5,50.0,0.0,0.0,1.2,15.0,60.0,350.0,0.0,0.0,27.5,110.0,True,0,1392,,麻痹,420.0,,15.0,60.0,1.25,22.5,90.0,purple,12.5,50.0,2.5,10.0,1.39,15.0,60.0,400.0,5.0,20.0,27.5,110.0,50.0,unlocks_purple,True,True,11,4.0,,,material_or_elder,290,罪罚粉碎者2,大剑,https://mhworld.kiranico.com/zh/weapons/M8HkjcD5/zui-fa-fen-sui-zhe-2,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,1.0,1.0,348.0,348.0,403.09999999999997,403.09999999999997,55.099999999999966,55.099999999999966,0.15833333333333321,0.15833333333333321,343.2,361.4,0.013986013986013957,0.11538461538461542,on_curve,possible_overtuned
0,10.0,40.0,1.125,27.5,110.0,white,7.5,30.0,0.0,0.0,1.32,15.0,60.0,350.0,20.0,80.0,7.5,30.0,True,0,1200,,冰,480.0,,10.0,40.0,1.125,27.5,110.0,white,7.5,30.0,0.0,0.0,1.32,15.0,60.0,400.0,32.5,130.0,7.5,30.0,50.0,extends_white,True,False,10,2.0,1.0,,material_or_elder,250,冰鱼龙斩剑2,大剑,https://mhworld.kiranico.com/zh/weapons/70H6Xs3O/bing-yu-long-zhan-jian-2,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,1.0,1.0,330.0,330.0,330.0,330.0,0.0,0.0,0.0,0.0,316.8,333.59999999999997,0.04166666666666652,-0.010791366906474753,on_curve,on_curve
-30,22.5,90.0,1.125,22.5,90.0,white,5.0,20.0,0.0,0.0,1.32,22.5,90.0,350.0,7.5,30.0,7.5,30.0,True,0,1392,,睡眠,390.0,,22.5,90.0,1.25,22.5,90.0,purple,5.0,20.0,10.0,40.0,1.39,22.5,90.0,400.0,10.0,40.0,7.5,30.0,50.0,unlocks_purple,True,True,12,,,,material_or_elder,290,吼大剑【荒咬】,大剑,https://mhworld.kiranico.com/zh/weapons/70H62I3j/hou-da-jian-huang-yao,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,0.925,0.925,354.09000000000003,354.09000000000003,372.8675,372.8675,18.777499999999975,18.777499999999975,0.05303030303030298,0.05303030303030298,358.05,375.29999999999995,-0.011059907834101379,-0.00648148148148131,on_curve,on_curve
0,10.0,40.0,1.125,27.5,110.0,white,7.5,30.0,0.0,0.0,1.32,17.5,70.0,350.0,17.5,70.0,7.5,30.0,True,0,1152,,冰,690.0,,10.0,40.0,1.125,27.5,110.0,white,7.5,30.0,0.0,0.0,1.32,17.5,70.0,400.0,30.0,120.0,7.5,30.0,50.0,extends_white,True,False,11,1.0,,,material_or_elder,240,瞬间冷冻剑鱼,大剑,https://mhworld.kiranico.com/zh/weapons/42HXYtXk/shun-jian-leng-dong-jian-yu,event_special,validation_marked,False,True,活动 / 特殊外观武器；保留为 marked validation，不参与常规预算拟合。,False,True,1.0,1.0,316.8,316.8,316.8,316.8,0.0,0.0,0.0,0.0,343.2,361.4,-0.07692307692307687,-0.12340896513558375,below_curve,far_below_curve
15,12.5,50.0,1.125,15.0,60.0,white,7.5,30.0,0.0,0.0,1.32,37.5,150.0,350.0,7.5,30.0,7.5,30.0,True,30,1296,,水,570.0,,12.5,50.0,1.25,15.0,60.0,purple,7.5,30.0,12.5,50.0,1.39,37.5,150.0,400.0,7.5,30.0,7.5,30.0,50.0,unlocks_purple,True,True,12,3.0,,,guild_palace,270,宫廷王剑【金星】,大剑,https://mhworld.kiranico.com/zh/weapons/M8HkyHax/gong-ting-wang-jian-jin-xing,guild_palace,validation_marked,False,True,公会 / 宫殿系武器；保留但不参与常规素材预算拟合，用于验证其是否贴近常规曲线。,False,True,1.0375,1.06,369.76500000000004,377.78400000000005,389.37375,397.818,19.60874999999993,20.033999999999935,0.05303030303030276,0.05303030303030276,358.05,375.29999999999995,0.05511520737327191,0.06000000000000005,above_curve,above_curve
15,10.0,40.0,1.25,17.5,70.0,purple,5.0,20.0,12.5,50.0,1.39,30.0,120.0,350.0,7.5,30.0,5.0,20.0,True,0,1344,,雷,360.0,,10.0,40.0,1.25,17.5,70.0,purple,5.0,20.0,25.0,100.0,1.39,30.0,120.0,400.0,7.5,30.0,5.0,20.0,50.0,extends_purple,True,False,12,,,,material_or_elder,280,鬼神金棒【猿魔王】,大剑,https://mhworld.kiranico.com/zh/weapons/JvHEpi3O/gui-shen-jin-bang-yuan-mo-wang,variant_endgame,validation_special,False,True,MR 后期变体 / 特殊强怪武器；用于验证版本后期素材武器是否存在额外预算溢价。,False,True,1.0375,1.06,403.795,412.552,403.795,412.552,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.15221896383186717,0.09925925925925938,possible_overtuned,above_curve
0,7.5,30.0,1.25,7.5,30.0,purple,7.5,30.0,5.0,20.0,1.39,37.5,150.0,400.0,12.5,50.0,22.5,90.0,False,0,1440,,爆破,360.0,,7.5,30.0,1.25,7.5,30.0,purple,7.5,30.0,5.0,20.0,1.39,37.5,150.0,400.0,12.5,50.0,22.5,90.0,0.0,no_effect,True,False,12,4.0,3.0,,material_or_elder,300,碎光之击剑,大剑,https://mhworld.kiranico.com/zh/weapons/GNHD4uo9/sui-guang-zhi-ji-jian,variant_endgame,validation_special,False,True,MR 后期变体 / 特殊强怪武器；用于验证版本后期素材武器是否存在额外预算溢价。,False,True,1.0,1.0,416.99999999999994,416.99999999999994,416.99999999999994,416.99999999999994,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.16464180980309995,0.11111111111111116,possible_overtuned,possible_overtuned
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,火,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·火,大剑,https://mhworld.kiranico.com/zh/weapons/06HDrCro/chi-long-duan-jue-jian-huo,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,水,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/R5HpDuY4/chi-long-duan-jue-jian-shui,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,冰,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/zkHMRTDO/chi-long-duan-jue-jian-bing,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,雷,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/50Hb2uPl/chi-long-duan-jue-jian-lei,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,中,龙,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·龙,大剑,https://mhworld.kiranico.com/zh/weapons/V5H85FqD/chi-long-duan-jue-jian-long,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,毒,300.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·毒,大剑,https://mhworld.kiranico.com/zh/weapons/EAHwbuAO/chi-long-duan-jue-jian-du,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,睡眠,180.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/bvHvouox/chi-long-duan-jue-jian-shui-mian,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,麻痹,180.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·麻痹,大剑,https://mhworld.kiranico.com/zh/weapons/voHqXuwD/chi-long-duan-jue-jian-ma-bi,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,爆破,300.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·爆破,大剑,https://mhworld.kiranico.com/zh/weapons/GNHD6CMB/chi-long-duan-jue-jian-bao-po,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,火,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·火,大剑,https://mhworld.kiranico.com/zh/weapons/8gH98i69/chi-long-duan-jue-jian-huo,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,水,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/e8HDYCE0/chi-long-duan-jue-jian-shui,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,冰,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/POHE7ukO/chi-long-duan-jue-jian-bing,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,雷,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/lkHWMu9J/chi-long-duan-jue-jian-lei,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,中,龙,150.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·龙,大剑,https://mhworld.kiranico.com/zh/weapons/O6HZ4ur4/chi-long-duan-jue-jian-long,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,毒,300.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·毒,大剑,https://mhworld.kiranico.com/zh/weapons/obHZwuXx/chi-long-duan-jue-jian-du,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,麻痹,180.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·麻痹,大剑,https://mhworld.kiranico.com/zh/weapons/aNHLps9z/chi-long-duan-jue-jian-ma-bi,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,睡眠,180.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/r8H9EirQ/chi-long-duan-jue-jian-shui-mian,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,爆破,300.0,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4.0,,,material_or_elder,270,赤龙断绝剑·爆破,大剑,https://mhworld.kiranico.com/zh/weapons/NOH52fxW/chi-long-duan-jue-jian-bao-po,siege_safi,validation_special,False,True,冥赤龙 / 赤龙武器；基础表格不包含完整觉醒系统预算，用作系统外验证样本。,False,True,1.0125,1.02,360.855,363.528,360.855,363.528,0.0,0.0,0.0,0.0,358.05,375.29999999999995,0.01529953917050686,-0.03136690647481999,on_curve,on_curve
15,15.0,60.0,1.25,12.5,50.0,purple,12.5,50.0,2.5,10.0,1.39,2.5,10.0,350.0,30.0,120.0,12.5,50.0,True,0,1296,,冰,630.0,,15.0,60.0,1.25,12.5,50.0,purple,12.5,50.0,15.0,60.0,1.39,2.5,10.0,400.0,30.0,120.0,12.5,50.0,50.0,extends_purple,True,False,11,,,,material_or_elder,270,狂击巨凶,大剑,https://mhworld.kiranico.com/zh/weapons/6RHbpCJ7/kuang-ji-ju-xiong,material_standard,train_core,True,False,普通素材树 Final Upgrade；纳入常规预算训练集。,True,False,1.0375,1.06,389.37375,397.818,389.37375,397.818,0.0,0.0,0.0,0.0,343.2,361.4,0.15914335664335666,0.10076923076923072,possible_overtuned,possible_overtuned
10,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,False,40,912,,冰,510.0,,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,True,12,3.0,,,material_or_elder,190,铠罗炎·冰,大剑,https://mhworld.kiranico.com/zh/weapons/g3HNHNg/kai-luo-yan-bing,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.025,1.04,257.07,260.832,257.07,260.832,0.0,0.0,0.0,0.0,358.05,375.29999999999995,-0.27152073732718895,-0.30500399680255785,far_below_curve,far_below_curve
-20,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,768,,爆破,210.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,10,,,,material_or_elder,160,金色的大剑·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/pMHjHZp/jin-se-de-da-jian-rong-shan,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,0.95,0.95,182.39999999999998,182.39999999999998,182.39999999999998,182.39999999999998,0.0,0.0,0.0,0.0,316.8,333.59999999999997,-0.4242424242424243,-0.4532374100719424,far_below_curve,far_below_curve
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,960,,水,300.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,11,3.0,,,material_or_elder,200,铠罗炎·贼,大剑,https://mhworld.kiranico.com/zh/weapons/42HaH5a/kai-luo-yan-zei,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,240.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,343.2,361.4,-0.30069930069930073,-0.3359158826784726,far_below_curve,far_below_curve
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,864,,毒,540.0,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,11,1.0,,,material_or_elder,180,铠罗炎·毒妖,大剑,https://mhworld.kiranico.com/zh/weapons/w4HAHVD/kai-luo-yan-du-yao,siege_kulve,validation_special,False,True,绚辉龙 / 凯罗 / 皇金武器；攻城与鉴定系统武器，用于验证非普通素材树预算。,False,True,1.0,1.0,216.0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,343.2,361.4,-0.3706293706293706,-0.40232429441062534,far_below_curve,far_below_curve
