affinity,base_blue_px,base_blue_units,base_element_sharpness_multiplier,base_green_px,base_green_units,base_max_sharpness,base_orange_px,base_orange_units,base_purple_px,base_purple_units,base_raw_sharpness_multiplier,base_red_px,base_red_units,base_total_units,base_white_px,base_white_units,base_yellow_px,base_yellow_units,can_extend_by_handicraft,defense_bonus,display_attack,elderseal,element_type,element_value,exclude_reason,handicraft5_blue_px,handicraft5_blue_units,handicraft5_element_sharpness_multiplier,handicraft5_green_px,handicraft5_green_units,handicraft5_max_sharpness,handicraft5_orange_px,handicraft5_orange_units,handicraft5_purple_px,handicraft5_purple_units,handicraft5_raw_sharpness_multiplier,handicraft5_red_px,handicraft5_red_units,handicraft5_total_units,handicraft5_white_px,handicraft5_white_units,handicraft5_yellow_px,handicraft5_yellow_units,handicraft_gain_units,handicraft_value_type,include_in_model,is_hidden_element,rarity,slot_1,slot_2,slot_3,source_category,true_raw,weapon_name,weapon_type,weapon_url
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,爆破,300,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·爆破,大剑,https://mhworld.kiranico.com/zh/weapons/GNHD6CMB/chi-long-duan-jue-jian-bao-po
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,火,150,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·火,大剑,https://mhworld.kiranico.com/zh/weapons/8gH98i69/chi-long-duan-jue-jian-huo
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,水,150,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/e8HDYCE0/chi-long-duan-jue-jian-shui
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,冰,150,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/POHE7ukO/chi-long-duan-jue-jian-bing
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,雷,150,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/lkHWMu9J/chi-long-duan-jue-jian-lei
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,中,龙,150,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·龙,大剑,https://mhworld.kiranico.com/zh/weapons/O6HZ4ur4/chi-long-duan-jue-jian-long
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,毒,300,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·毒,大剑,https://mhworld.kiranico.com/zh/weapons/obHZwuXx/chi-long-duan-jue-jian-du
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,麻痹,180,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·麻痹,大剑,https://mhworld.kiranico.com/zh/weapons/aNHLps9z/chi-long-duan-jue-jian-ma-bi
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,睡眠,180,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/r8H9EirQ/chi-long-duan-jue-jian-shui-mian
5,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,350.0,10.0,40.0,12.5,50.0,True,0,1296,,爆破,300,,15.0,60.0,1.125,12.5,50.0,white,12.5,50.0,0.0,0.0,1.32,25.0,100.0,400.0,22.5,90.0,12.5,50.0,50.0,extends_white,True,False,12,4,,,material_or_elder,270,赤龙断绝剑·爆破,大剑,https://mhworld.kiranico.com/zh/weapons/NOH52fxW/chi-long-duan-jue-jian-bao-po
15,15.0,60.0,1.25,12.5,50.0,purple,12.5,50.0,2.5,10.0,1.39,2.5,10.0,350.0,30.0,120.0,12.5,50.0,True,0,1296,,冰,630,,15.0,60.0,1.25,12.5,50.0,purple,12.5,50.0,15.0,60.0,1.39,2.5,10.0,400.0,30.0,120.0,12.5,50.0,50.0,extends_purple,True,False,11,,,,material_or_elder,270,狂击巨凶,大剑,https://mhworld.kiranico.com/zh/weapons/6RHbpCJ7/kuang-ji-ju-xiong
-30,10.0,40.0,1.25,17.5,70.0,purple,5.0,20.0,2.5,10.0,1.39,40.0,160.0,350.0,7.5,30.0,5.0,20.0,True,0,1632,大,龙,180,黑龙,10.0,40.0,1.25,17.5,70.0,purple,5.0,20.0,15.0,60.0,1.39,40.0,160.0,400.0,7.5,30.0,5.0,20.0,50.0,extends_purple,False,False,12,4,4,,material_or_elder,340,黑龙玄刃,大剑,https://mhworld.kiranico.com/zh/weapons/g3HqlfMK/hei-long-xuan-ren
10,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,False,40,912,,冰,510,,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,True,12,3,,,material_or_elder,190,铠罗炎·冰,大剑,https://mhworld.kiranico.com/zh/weapons/g3HNHNg/kai-luo-yan-bing
-20,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,768,,爆破,210,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,10,,,,material_or_elder,160,金色的大剑·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/pMHjHZp/jin-se-de-da-jian-rong-shan
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,960,,水,300,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,11,3,,,material_or_elder,200,铠罗炎·贼,大剑,https://mhworld.kiranico.com/zh/weapons/42HaH5a/kai-luo-yan-zei
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,864,,毒,540,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,11,1,,,material_or_elder,180,铠罗炎·毒妖,大剑,https://mhworld.kiranico.com/zh/weapons/w4HAHVD/kai-luo-yan-du-yao
-20,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,45,1008,,麻痹,390,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,11,1,,,material_or_elder,210,铠罗炎·土砂,大剑,https://mhworld.kiranico.com/zh/weapons/WJHXH9y/kai-luo-yan-tu-sha
30,15.0,60.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,7.5,30.0,15.0,60.0,False,40,768,,麻痹,450,,15.0,60.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,11,,,,material_or_elder,160,铠罗炎·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/x9HPHZ7/kai-luo-yan-bi-zei
10,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,912,,睡眠,270,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,11,,,,material_or_elder,190,铠罗炎·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/BYHpHbg/kai-luo-yan-gu-chui
10,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,40,960,中,龙,300,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,False,11,,,,material_or_elder,200,铠罗炎·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/2pHVHxr/kai-luo-yan-shi-tao
10,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,False,40,912,,火,240,,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,11,,,,material_or_elder,190,铠罗炎·王,大剑,https://mhworld.kiranico.com/zh/weapons/M8HeHwB/kai-luo-yan-wang
0,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,False,40,912,,火,330,,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,11,,,,material_or_elder,190,铠罗炎·熔岩,大剑,https://mhworld.kiranico.com/zh/weapons/6RHpHW7/kai-luo-yan-rong-yan
-20,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,1008,,爆破,420,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,11,,,,material_or_elder,210,铠罗炎·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/kaHEH4L/kai-luo-yan-rong-shan
0,12.5,50.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,40.0,160.0,400.0,7.5,30.0,7.5,30.0,False,40,912,,水,540,,12.5,50.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,40.0,160.0,400.0,7.5,30.0,7.5,30.0,0.0,no_effect,True,True,12,3,,,material_or_elder,190,铠罗炎·水,大剑,https://mhworld.kiranico.com/zh/weapons/jqH6HlN/kai-luo-yan-shui
0,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,False,40,768,,火,150,,12.5,50.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,10,,,,material_or_elder,160,金色的大剑·熔岩,大剑,https://mhworld.kiranico.com/zh/weapons/3oHOHXr/jin-se-de-da-jian-rong-yan
0,12.5,50.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,20.0,80.0,400.0,10.0,40.0,15.0,60.0,False,50,912,,睡眠,450,,12.5,50.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,20.0,80.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,True,12,3,,,material_or_elder,190,铠罗炎·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/yrHMHrY/kai-luo-yan-shui-mian
0,32.5,130.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,22.5,90.0,400.0,0.0,0.0,10.0,40.0,False,40,1008,,雷,600,,32.5,130.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,22.5,90.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,12,3,,,material_or_elder,210,铠罗炎·雷,大剑,https://mhworld.kiranico.com/zh/weapons/ZLHXHD0/kai-luo-yan-lei
20,17.5,70.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,20.0,80.0,400.0,7.5,30.0,15.0,60.0,False,20,840,,麻痹,480,,17.5,70.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,20.0,80.0,400.0,7.5,30.0,15.0,60.0,0.0,no_effect,True,False,12,1,,,material_or_elder,175,皇金大剑·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/06HMHR5/huang-jin-da-jian-bi-zei
20,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,20,984,中,龙,360,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,False,12,1,,,material_or_elder,205,皇金大剑·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/R5HyHJo/huang-jin-da-jian-shi-tao
20,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,False,20,936,,火,300,,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,12,1,,,material_or_elder,195,皇金大剑·王,大剑,https://mhworld.kiranico.com/zh/weapons/zkH6HEl/huang-jin-da-jian-wang
10,27.5,110.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,12.5,50.0,False,35,984,,爆破,480,,27.5,110.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,12.5,50.0,0.0,no_effect,True,False,12,1,,,material_or_elder,205,皇金大剑·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/50HPHjN/huang-jin-da-jian-rong-shan
20,15.0,60.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,37.5,150.0,400.0,7.5,30.0,7.5,30.0,False,20,912,,水,480,,15.0,60.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,37.5,150.0,400.0,7.5,30.0,7.5,30.0,0.0,no_effect,True,False,12,,,,material_or_elder,190,皇金大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/V5HVHpj/huang-jin-da-jian-shui
20,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,False,20,912,,冰,450,,17.5,70.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,15.0,60.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,12,,,,material_or_elder,190,皇金大剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/EAHGHWB/huang-jin-da-jian-bing
10,35.0,140.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,20.0,80.0,400.0,0.0,0.0,10.0,40.0,False,20,1008,,雷,480,,35.0,140.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,20.0,80.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,12,,,,material_or_elder,210,皇金大剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/voHKH5P/huang-jin-da-jian-lei
0,12.5,50.0,1.125,15.0,60.0,white,7.5,30.0,0.0,0.0,1.32,30.0,120.0,350.0,15.0,60.0,7.5,30.0,True,0,1248,,,,,12.5,50.0,1.25,15.0,60.0,purple,7.5,30.0,7.5,30.0,1.39,30.0,120.0,400.0,20.0,80.0,7.5,30.0,50.0,unlocks_purple,True,False,11,,,,material_or_elder,260,大龙颚,大剑,https://mhworld.kiranico.com/zh/weapons/obH3H8O/da-long-e
10,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,False,40,816,,火,120,,15.0,60.0,1.125,30.0,120.0,white,12.5,50.0,0.0,0.0,1.32,17.5,70.0,400.0,10.0,40.0,15.0,60.0,0.0,no_effect,True,False,10,,,,material_or_elder,170,金色的大剑·王,大剑,https://mhworld.kiranico.com/zh/weapons/Q5HjHG4/jin-se-de-da-jian-wang
10,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,40,816,中,龙,150,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,False,10,,,,material_or_elder,170,金色的大剑·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/9YHbH77/jin-se-de-da-jian-shi-tao
10,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,816,,睡眠,120,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,10,,,,material_or_elder,170,金色的大剑·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/q8HaHak/jin-se-de-da-jian-gu-chui
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,768,,毒,270,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,False,10,1,,,material_or_elder,160,金色的大剑·毒妖,大剑,https://mhworld.kiranico.com/zh/weapons/KbH6H3R/jin-se-de-da-jian-du-yao
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,40,768,,水,150,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,10,3,,,material_or_elder,160,金色的大剑·贼,大剑,https://mhworld.kiranico.com/zh/weapons/70HvHqA/jin-se-de-da-jian-zei
0,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,False,50,768,,睡眠,210,,17.5,70.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,30.0,120.0,400.0,0.0,0.0,10.0,40.0,0.0,no_effect,True,True,10,,,,material_or_elder,160,金色的大剑·睡眠,大剑,https://mhworld.kiranico.com/zh/weapons/L7HDHvj/jin-se-de-da-jian-shui-mian
10,15.0,60.0,1.125,20.0,80.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,5.0,20.0,20.0,80.0,False,40,768,,冰,240,,15.0,60.0,1.125,20.0,80.0,white,15.0,60.0,0.0,0.0,1.32,25.0,100.0,400.0,5.0,20.0,20.0,80.0,0.0,no_effect,True,True,10,,,,material_or_elder,160,金色的大剑·冰,大剑,https://mhworld.kiranico.com/zh/weapons/YLHVHqv/jin-se-de-da-jian-bing
0,5.0,20.0,1.125,12.5,50.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,False,40,768,,水,270,,5.0,20.0,1.125,12.5,50.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,0.0,no_effect,True,True,10,,,,material_or_elder,160,金色的大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/JvHZH3K/jin-se-de-da-jian-shui
-20,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,25,1008,,麻痹,390,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,True,7,1,,,material_or_elder,210,铠罗炎·土砂,大剑,https://mhworld.kiranico.com/zh/weapons/NOHQH2b/kai-luo-yan-tu-sha
-20,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,25,864,,麻痹,180,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,True,6,1,,,material_or_elder,180,金色的大剑·土砂,大剑,https://mhworld.kiranico.com/zh/weapons/GNHaHjy/jin-se-de-da-jian-tu-sha
10,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,30,816,,睡眠,120,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,6,,,,material_or_elder,170,金色的大剑·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/e8H5Hew/jin-se-de-da-jian-gu-chui
0,10.0,40.0,1.0625,25.0,100.0,blue,15.0,60.0,0.0,0.0,1.2,22.5,90.0,350.0,0.0,0.0,15.0,60.0,True,20,768,,火,150,,15.0,60.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,22.5,90.0,400.0,7.5,30.0,15.0,60.0,50.0,unlocks_white,True,False,6,,,,material_or_elder,160,金色的大剑·熔岩,大剑,https://mhworld.kiranico.com/zh/weapons/O6HvHDp/jin-se-de-da-jian-rong-yan
0,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,20,864,,毒,540,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,7,1,,,material_or_elder,180,铠罗炎·毒妖,大剑,https://mhworld.kiranico.com/zh/weapons/r8HVH0R/kai-luo-yan-du-yao
30,12.5,50.0,1.0625,25.0,100.0,blue,15.0,60.0,0.0,0.0,1.2,20.0,80.0,350.0,0.0,0.0,15.0,60.0,True,20,768,,麻痹,450,,17.5,70.0,1.125,25.0,100.0,white,15.0,60.0,0.0,0.0,1.32,20.0,80.0,400.0,7.5,30.0,15.0,60.0,50.0,unlocks_white,True,False,7,,,,material_or_elder,160,铠罗炎·痹贼,大剑,https://mhworld.kiranico.com/zh/weapons/DAHaHxQ/kai-luo-yan-bi-zei
10,7.5,30.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,10.0,40.0,True,30,912,,睡眠,270,,20.0,80.0,1.0625,12.5,50.0,blue,30.0,120.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,7,,,,material_or_elder,190,铠罗炎·骨锤,大剑,https://mhworld.kiranico.com/zh/weapons/JvHZHe8/kai-luo-yan-gu-chui
10,10.0,40.0,1.0625,5.0,20.0,blue,17.5,70.0,0.0,0.0,1.2,50.0,200.0,350.0,0.0,0.0,5.0,20.0,True,20,960,中,龙,300,,12.5,50.0,1.125,5.0,20.0,white,17.5,70.0,0.0,0.0,1.32,50.0,200.0,400.0,10.0,40.0,5.0,20.0,50.0,unlocks_white,True,False,7,,,,material_or_elder,200,铠罗炎·尸套,大剑,https://mhworld.kiranico.com/zh/weapons/YLHVHV6/kai-luo-yan-shi-tao
0,10.0,40.0,1.0625,7.5,30.0,blue,25.0,100.0,0.0,0.0,1.2,37.5,150.0,350.0,0.0,0.0,7.5,30.0,True,20,912,,水,540,,15.0,60.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,37.5,150.0,400.0,7.5,30.0,7.5,30.0,50.0,unlocks_white,True,True,8,3,,,material_or_elder,190,铠罗炎·水,大剑,https://mhworld.kiranico.com/zh/weapons/XVHDHGw/kai-luo-yan-shui
10,25.0,100.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,17.5,70.0,350.0,0.0,0.0,10.0,40.0,True,0,1008,,雷,480,,37.5,150.0,1.0625,10.0,40.0,blue,25.0,100.0,0.0,0.0,1.2,17.5,70.0,400.0,0.0,0.0,10.0,40.0,50.0,extends_same_tier,True,False,8,,,,material_or_elder,210,皇金大剑·雷,大剑,https://mhworld.kiranico.com/zh/weapons/6RHpHNN/huang-jin-da-jian-lei
20,12.5,50.0,1.0625,7.5,30.0,blue,25.0,100.0,0.0,0.0,1.2,35.0,140.0,350.0,0.0,0.0,7.5,30.0,True,0,912,,水,480,,17.5,70.0,1.125,7.5,30.0,white,25.0,100.0,0.0,0.0,1.32,35.0,140.0,400.0,7.5,30.0,7.5,30.0,50.0,unlocks_white,True,False,8,,,,material_or_elder,190,皇金大剑·水,大剑,https://mhworld.kiranico.com/zh/weapons/2pHVHgq/huang-jin-da-jian-shui
10,15.0,60.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,350.0,0.0,0.0,12.5,50.0,True,15,984,,爆破,480,,27.5,110.0,1.0625,20.0,80.0,blue,12.5,50.0,0.0,0.0,1.2,27.5,110.0,400.0,0.0,0.0,12.5,50.0,50.0,extends_same_tier,True,False,8,1,,,material_or_elder,205,皇金大剑·熔山,大剑,https://mhworld.kiranico.com/zh/weapons/BYHpH0Y/huang-jin-da-jian-rong-shan
